siren,nic,siret,statutDiffusionEtablissement,dateCreationEtablissement,trancheEffectifsEtablissement,anneeEffectifsEtablissement,activitePrincipaleRegistreMetiersEtablissement,dateDernierTraitementEtablissement,etablissementSiege,etatAdministratifUniteLegale,statutDiffusionUniteLegale,unitePurgeeUniteLegale,dateCreationUniteLegale,categorieJuridiqueUniteLegale,denominationUniteLegale,sigleUniteLegale,sexeUniteLegale,nomUniteLegale,nomUsageUniteLegale,prenom1UniteLegale,prenom2UniteLegale,prenom3UniteLegale,prenom4UniteLegale,prenomUsuelUniteLegale,pseudonymeUniteLegale,activitePrincipaleUniteLegale,nomenclatureActivitePrincipaleUniteLegale,identifiantAssociationUniteLegale,economieSocialeSolidaireUniteLegale,societeMissionUniteLegale,trancheEffectifsUniteLegale,anneeEffectifsUniteLegale,nicSiegeUniteLegale,dateDernierTraitementUniteLegale,categorieEntreprise,anneeCategorieEntreprise,complementAdresseEtablissement,numeroVoieEtablissement,indiceRepetitionEtablissement,dernierNumeroVoieEtablissement,typeVoieEtablissement,libelleVoieEtablissement,codePostalEtablissement,libelleCommuneEtablissement,libelleCommuneEtrangerEtablissement,codeCommuneEtablissement,codePaysEtrangerEtablissement,libellePaysEtrangerEtablissement,identifiantAdresseEtablissement,coordonneeLambertAbscisseEtablissement,coordonneeLambertOrdonneeEtablissement,etatAdministratifEtablissement,enseigne1Etablissement,enseigne2Etablissement,enseigne3Etablissement,denominationUsuelleEtablissement,activitePrincipaleEtablissement,nomenclatureActivitePrincipaleEtablissement,caractereEmployeurEtablissement
498338540,00038,49833854000038,O,2018-04-26,21,2023,,2025-10-15T15:01:18.476,true,A,O,,2007-06-01,5710,VAUBAN PIECES DE RECHANGE,VPR SAS,,,,,,,,,,45.31Z,NAFRev2,,N,,21,2023,00038,2025-10-15T15:01:18.343,ETI,2023,,130,B,,AV,MARECHAL FOCH,78100,SAINT-GERMAIN-EN-LAYE,,78551,,,,,,A,,,,,45.31Z,NAFRev2,O
498376144,00032,49837614400032,O,2023-04-25,21,2023,,2025-03-14T19:00:29.771,true,A,O,,2007-04-02,5710,SPIRIT PROMOTION TERTIAIRE,,,,,,,,,,,41.10B,NAFRev2,,N,,21,2023,00032,2025-03-14T19:00:29.76,ETI,2023,,12,,,AVENUE,ANDRE MALRAUX,92300,LEVALLOIS-PERRET,,92044,,,920440063_B,646867.0005526886,6866496.855324713,A,,,,,41.10B,NAFRev2,O
498387893,00031,49838789300031,O,2014-04-01,21,2023,,2025-01-24T02:13:39.275,true,A,O,,2007-05-01,5710,SIXTINE CREATION,,,,,,,,,,,59.11B,NAFRev2,,N,,21,2023,00031,2024-10-23T05:23:49.891,PME,2023,41-43,41,,,RUE,DE GERGOVIE,75014,PARIS,,75114,,,751144171_B,649787.0607794899,6859462.9662075145,A,,,,,59.11B,NAFRev2,O
498417005,00028,49841700500028,O,2009-12-17,32,2023,,2025-03-28T13:00:21.837,true,A,O,,2007-06-08,5710,VAREDIS,,,,,,,,,,,47.11F,NAFRev2,,N,,32,2023,00028,2025-03-28T13:00:21.825,ETI,2023,BP 3,,,,,CENTRE COMMERCIAL DU BREAU,77130,VARENNES-SUR-SEINE,,77482,,,,,,A,,,,,47.11F,NAFRev2,O
498469774,00026,49846977400026,O,2011-12-01,22,2023,,2024-03-30T01:18:35.296,true,A,O,,2007-04-26,5710,IVS FRANCE,,,,,,,,,,,47.99B,NAFRev2,,N,,32,2023,00026,2025-11-21T15:45:59.074,ETI,2023,,3,,,RUE,GEORGES MELIES,95240,CORMEILLES-EN-PARISIS,,95176,,,951760605_B,641400.5014008131,6872776.788152032,A,,,,,47.99B,NAFRev2,O
498582030,00033,49858203000033,O,2014-04-14,21,2023,,2025-02-15T02:26:19.27,true,A,O,,2007-05-02,5710,EGRPB MANAGEMENT,,,,,,,,,,,64.20Z,NAFRev2,,N,,21,2023,00033,2024-03-22T09:28:19,PME,2023,ZI DES CIROLIERS,7,,,RUE,CLEMENT ADER,91700,FLEURY-MEROGIS,,91235,,,912350368_B,653060.0803759833,6836082.99789293,A,,,,,64.20Z,NAFRev2,O
498615228,00026,49861522800026,O,2020-07-06,21,2023,,2025-02-18T02:16:40.684,true,A,O,,2007-05-24,5710,BRAND SISTERS,,,,,,,,,,,64.20Z,NAFRev2,,N,,21,2023,00026,2024-12-17T05:25:54.587,ETI,2023,,8,B,,RUE,DIEU,75010,PARIS,,75110,,,751102799_B,653393.0506815535,6863549.292315739,A,,,,,64.20Z,NAFRev2,O
498620012,00019,49862001200019,O,2007-06-06,21,2023,,2025-10-29T16:42:56.293,true,A,O,,2007-06-06,5710,BEETWEEN,,,,,,,,,,,62.02A,NAFRev2,,N,,21,2023,00019,2025-10-29T16:42:56.28,PME,2023,,91,,,RUE,DE L'UNIVERSITE,75007,PARIS,,75107,,,751079527_B,649897.5021255312,6862522.518930189,A,,,,,62.02A,NAFRev2,O
498645274,00115,49864527400115,O,2022-05-23,22,2023,,2025-05-28T09:16:34.487,true,A,O,,2007-06-06,5710,UNOWHY,,,,,,,,,,,62.01Z,NAFRev2,,N,,22,2023,00115,2025-05-28T09:16:34.476,ETI,2023,,168,,,AVENUE,CHARLES DE GAULLE,92200,NEUILLY-SUR-SEINE,,92051,,,920511436_B,645759.7760161721,6865267.651105339,A,,,,,62.01Z,NAFRev2,O
498687110,00029,49868711000029,O,2016-07-01,21,2023,,2025-07-30T14:32:06.247,true,A,O,,2007-04-01,5710,HAYS PHARMA,,,,,,,,,,,78.10Z,NAFRev2,,N,,21,2023,00029,2025-07-30T14:32:06.235,ETI,2023,,147,,,BOULEVARD,HAUSSMANN,75008,PARIS,,75108,,,751084485_B,649512.0745234757,6864103.464833529,A,,,,,78.10Z,NAFRev2,O
498719582,00104,49871958200104,O,2017-01-01,21,2023,,2025-01-21T02:34:42.264,true,A,O,,2007-06-01,5710,CHALLENGE INTERCONTINENTAL EXPRESS,C.I.E.,,,,,,,,,,49.41A,NAFRev2,,N,,21,2023,00104,2025-11-24T11:00:45.097,PME,2023,19-21,19,,,RUE,DE LA FERME SAINT-LADRE,95470,SAINT-WITZ,,95580,,,955800105_B,665533.7470962214,6888177.930482593,A,,,,,49.41A,NAFRev2,O
498721067,00417,49872106700417,O,2022-12-05,21,2023,,2025-09-12T12:00:59.093,true,A,O,,2007-06-20,5710,QUIETALIS,,,,,,,,,,,33.12Z,NAFRev2,,N,,32,2023,00417,2025-11-21T13:10:39.828,ETI,2023,BUROSPACE BAT 3,1,,,ROUTE,DE GISY,91570,BIEVRES,,91064,,,91064th15_B,642320.8921397576,6852396.292927302,A,,,,,33.20B,NAFRev2,O
498739879,00076,49873987900076,O,2018-12-11,22,2023,,2025-07-25T10:33:39.157,true,A,O,,2007-06-21,5710,CLEVERCONNECT,,,,,,,,,,,70.21Z,NAFRev2,,N,,22,2023,00076,2025-09-26T12:31:36.557,PME,2023,,14,,,RUE,GAILLON,75002,PARIS,,75102,,,751023916_B,651162.5113190479,6863370.067458414,A,,,,CLEVERCONNECT,70.22Z,NAFRev2,O
498772680,00050,49877268000050,O,2012-10-01,31,2023,,2025-02-07T12:34:56.555,true,A,O,,2007-06-07,5710,THEODO,,,,,,,,,,,62.01Z,NAFRev2,,N,,31,2023,00050,2025-02-07T12:34:56.543,ETI,2023,,48,,,BOULEVARD,DES BATIGNOLLES,75017,PARIS,,75117,,,751170719_B,650311.2982352779,6864957.807092844,A,,,,,62.01Z,NAFRev2,O
498820828,00024,49882082800024,O,2009-09-17,31,2023,,2025-07-25T09:31:37.482,true,A,O,,2007-07-02,5710,MAREUILDIS,,,,,,,,,,,47.11F,NAFRev2,,N,,31,2023,00024,2025-07-25T09:31:37.466,PME,2023,,30,,,,MAIL DE LA GRANDE HAIE,77100,MAREUIL-LES-MEAUX,,77276,,,772760127_B,690982.3703004451,6870884.247553826,A,,,,,47.11F,NAFRev2,O
498860063,00052,49886006300052,O,2019-02-01,32,2023,,2024-03-30T14:26:05.33,true,A,O,,2007-06-19,5202,ESTEE LAUDER COMPANIES EUROPE,,,,,,,,,,,70.22Z,NAFRev2,,N,,32,2023,00052,2025-01-06T15:34:18.702,ETI,2023,,61,,,RUE,DE VILLIERS,92200,NEUILLY-SUR-SEINE,,92051,,,920519650_B,647028.468937355,6866025.763412288,A,,,,,70.22Z,NAFRev2,O
498953272,00032,49895327200032,O,2023-02-21,21,2023,,2024-03-30T07:18:02.319,true,A,O,,2007-07-01,5499,PARIVILLES,,,,,,,,,,,47.19B,NAFRev2,,N,,21,2023,00032,2024-03-22T09:28:19,PME,2023,BUREAU 326,59,,,RUE,DE PONTHIEU,75008,PARIS,,75108,,,751087612_B,649014.2683145874,6863789.6797638675,A,,,,,47.19B,NAFRev2,O
498967157,00047,49896715700047,O,2019-01-01,21,2023,,2025-11-06T13:22:43.765,true,A,O,,2007-07-02,5710,SIMELI,,,,,,,,,,,81.21Z,NAFRev2,,N,,21,2023,00047,2025-11-06T13:22:43.752,PME,2023,,1,,,RUE,PIERRE GEORGES LATECOERE,78125,GAZERAN,,78269,,,782690310_B,612876.8959239789,6836962.583521562,A,,,,,81.21Z,NAFRev2,N
498972264,00044,49897226400044,O,2023-08-01,21,2023,,2025-09-27T05:24:46.23,true,A,O,,2007-07-01,5499,SARL ATLAS SECURITE PRIVEE,,,,,,,,,,,80.10Z,NAFRev2,,N,,21,2023,00044,2025-09-27T05:24:46.222,PME,2023,,5,,,RUE,PARENT DE ROSAN,75016,PARIS,,75116,,,751167063_B,645772.7722254791,6860229.70290044,A,,,,,80.10Z,NAFRev2,N
498996081,00044,49899608100044,O,2018-01-01,22,2023,,2025-09-26T11:00:51.402,true,A,O,,2007-06-16,5710,NETOVA,,,,,,,,,,,81.21Z,NAFRev2,,N,,22,2023,00044,2025-09-26T11:00:51.387,PME,2023,ZAC DES FOSSES NEUFS,6,,,RUE,DU PARC DES VERGERS,91250,TIGERY,,91617,,,916170094_B,663734.7778753157,6837153.571034963,A,,,,,81.21Z,NAFRev2,O
499023877,00024,49902387700024,O,2016-09-01,21,2023,,2025-04-11T16:00:46.672,true,A,O,,2007-06-01,5499,P.K.SARL,PKS,,,,,,,,,,80.10Z,NAFRev2,,N,,21,2023,00024,2025-04-11T16:00:46.659,PME,2023,,32,,,AV,MARCEL PAUL,93290,TREMBLAY-EN-FRANCE,,93073,,,930730938_C,,,A,,,,,80.10Z,NAFRev2,O
499087625,00038,49908762500038,O,2012-01-01,41,2023,,2025-02-02T02:33:42.446,true,A,O,,2007-07-09,5710,EY EXPERTISES & TRANSACTIONS,,,,,,,,,,,69.20Z,NAFRev2,,N,,41,2023,00038,2024-12-18T05:14:06.616,GE,2023,1-2-PARIS LA DEFENSE 1,1,,,PLACE,DES SAISONS,92400,COURBEVOIE,,92026,,,920268891_B,645149.9570421196,6865675.505869995,A,EY ARTOIS,,,EC+,69.20Z,NAFRev2,O
499147775,00021,49914777500021,O,2013-11-01,22,2023,,2024-03-30T00:15:16.622,true,A,O,,2007-05-12,8120,CAISSE D ASSURANCE MALADIE DES INDUSTRIES ELECTRIQUE ET GAZIERE,CAMIEG,,,,,,,,,,84.30A,NAFRev2,,N,,31,2023,00021,2025-02-05T10:05:35.303,PME,2023,,11,,,RUE,DE ROSNY,93100,MONTREUIL,,93048,,,930488260_B,659281.7279439664,6862485.098527665,A,,,,,84.30A,NAFRev2,O
499152601,00039,49915260100039,O,2013-05-01,21,2023,,2025-08-06T13:01:53.294,true,A,O,,2007-07-10,5710,RESIDENCE DE L EMPEREUR,,,,,,,,,,,87.10A,NAFRev2,,N,,21,2023,00039,2025-08-06T13:01:53.281,GE,2023,,74,,,RUE,DU COLONEL DE ROCHEBRUNE,92380,GARCHES,,92033,,,920330230_B,641052.6161683444,6861973.368636477,A,,,,RESIDENCE DE L'EMPEREUR,87.10A,NAFRev2,O
499154557,00205,49915455700205,O,2017-10-09,22,2023,,2025-09-19T11:01:28.382,true,A,O,,2007-07-11,5710,F.INITIATIVES,,,,,,,,,,,70.22Z,NAFRev2,,N,,32,2023,00205,2025-10-21T13:32:15.402,ETI,2023,,14,,,TERRASSE,BELLINI,92800,PUTEAUX,,92062,,,920620631_B,645100.91,6865452.23,A,,,,FI GROUP,70.22Z,NAFRev2,O
499166510,00028,49916651000028,O,2014-01-20,31,2023,,2024-03-30T08:00:03.866,true,A,O,,2007-06-15,9300,IMAGINE INSTITUT DES MALADIES GENETIQUES NECKER ENFANTS MALADES,,,,,,,,,,,72.11Z,NAFRev2,,O,,31,2023,00028,2024-03-22T09:28:19,PME,2023,,24,,,BOULEVARD,DU MONTPARNASSE,75015,PARIS,,75115,,,751156522_B,649980.3912870369,6860837.251740728,A,,,,,72.11Z,NAFRev2,O
499208429,00054,49920842900054,O,2017-12-01,22,2023,,2025-10-14T14:32:56.165,true,A,O,,2007-06-21,5710,AVISIA,,,,,,,,,,,62.02A,NAFRev2,,N,,22,2023,00054,2025-10-14T14:32:56.153,PME,2023,,48,,,AVENUE,VICTOR HUGO,75016,PARIS,,75116,,,751169761_B,647805.8776431746,6863690.243134204,A,,,,,62.02A,NAFRev2,O
499247138,00021,49924713800021,O,2012-01-02,51,2023,,2025-09-09T16:38:09.816,true,A,O,,2007-07-24,5710,FREE MOBILE,,,,,,,,,,,61.20Z,NAFRev2,,N,,51,2023,00021,2025-09-09T16:38:09.8,GE,2023,,16,,,RUE,DE LA VILLE L'EVEQUE,75008,PARIS,,75108,,,751089830_B,650148.9244735484,6863722.311731554,A,,,,,61.20Z,NAFRev2,O
499284503,00038,49928450300038,O,2017-06-01,21,2023,,2024-03-30T16:33:33.922,true,A,O,,2007-07-13,5710,SBG SYSTEMS,,,,,,,,,,,26.51A,NAFRev2,,N,,21,2023,00038,2024-03-22T09:28:19,PME,2023,,1,,,AVENUE,EIFFEL,78420,CARRIERES-SUR-SEINE,,78124,,,781240220_B,639031.1779228625,6868106.160233743,A,,,,,26.51A,NAFRev2,O
499292076,00027,49929207600027,O,2009-05-01,21,2023,,2025-08-17T02:06:44.786,true,A,O,,2007-07-01,5499,O2 POISSY,,,,,,,,,,,88.10A,NAFRev2,,N,,21,2023,00027,2025-08-14T13:01:18.038,GE,2023,,42,,,BOULEVARD,VICTOR HUGO,78300,POISSY,,78498,,,784981920_B,630022.3157714194,6870308.268830322,A,,,,,88.10A,NAFRev2,O
499318707,00175,49931870700175,O,2021-01-25,22,2023,,2025-02-04T02:28:20.42,true,A,O,,2007-08-14,5710,LINKING TALENTS RECRUTEMENT,LTR,,,,,,,,,,78.10Z,NAFRev2,,N,,31,2023,00175,2024-03-22T09:28:19,PME,2023,,78,,,AVENUE,DES CHAMPS ELYSEES,75008,PARIS,,75108,,,751081733_B,648958.4773738713,6863693.426427894,A,,,,,70.22Z,NAFRev2,N
499379923,00042,49937992300042,O,2011-07-13,32,2023,,2025-01-26T02:46:22.168,true,A,O,,2007-07-30,5710,EXTIA,,,,,,,,,,,71.12B,NAFRev2,,N,N,42,2023,00042,2025-10-08T12:27:52.398,ETI,2023,,1,,,AVENUE,DE LA CRISTALLERIE,92310,SEVRES,,92072,,,920720507_B,642988.6283855988,6858814.295056993,A,,,,,71.12B,NAFRev2,O
499381812,00050,49938181200050,O,2019-02-04,31,2023,,2024-03-29T22:52:52.734,true,A,O,,2007-06-18,9220,ARTICLE 1,,,,,,,,,,,94.99Z,NAFRev2,W922001397,O,,31,2023,00050,2025-10-01T16:37:19.425,PME,2023,,29,,,BOULEVARD,BOURDON,75004,PARIS,,75104,,,751041190_B,653566.8683147131,6861430.000060423,A,,,,,94.99Z,NAFRev2,O
499397131,00016,49939713100016,O,2007-07-31,21,2023,,2025-01-26T02:26:10.697,true,A,O,,2007-07-31,5710,RESIDENCE LES MATHURINS,,,,,,,,,,,87.10A,NAFRev2,,,,21,2023,00016,2024-03-22T09:28:19,GE,2023,,2,,,RUE,DES MATHURINS,92220,BAGNEUX,,92007,,,920076150_B,649038.8649991028,6855092.192486139,A,KORIAN LES MATHURINS,,,,87.10A,NAFRev2,O
499409126,00012,49940912600012,O,2007-07-31,21,2023,,2025-02-13T02:13:49.033,true,A,O,,2007-07-31,5710,LE VAL D ESSONNE,,,,,,,,,,,87.10A,NAFRev2,,,,21,2023,00012,2024-03-22T09:28:19,GE,2023,,1,,,ALLEE,DU VAL D'ESSONNE,78310,MAUREPAS,,78383,,,783831136_B,622610.8154467506,6852241.821886429,A,KORIAN LE VAL D'ESSONNE,,,,87.10A,NAFRev2,O
499425700,00048,49942570000048,O,2018-05-11,21,2023,,2025-02-01T02:56:42.224,true,A,O,,2007-08-02,5710,DOLEAD,,,,,,,,,,,63.11Z,NAFRev2,,N,,21,2023,00048,2024-05-08T05:34:24.988,PME,2023,,3,,,RUE,DE GRAMONT,75002,PARIS,,75102,,,751024265_B,651340.673895527,6863454.080946021,A,,,,,63.11Z,NAFRev2,N
499426211,00045,49942621100045,O,2010-01-01,21,2023,,2025-02-10T02:25:54.975,true,A,O,,2007-07-27,5710,LGM INGENIERIE,,,,,,,,,,,71.12B,NAFRev2,,N,,22,2023,00045,2024-03-22T09:28:19,ETI,2023,VELIZY ESPACE,13,,,AVENUE,MORANE SAULNIER,78140,VELIZY-VILLACOUBLAY,,78640,,,786400435_B,642085.5241702155,6853911.189792252,A,,,,,71.12B,NAFRev2,O
499435956,00010,49943595600010,O,2007-07-31,21,2023,,2025-01-26T03:09:52.494,true,A,O,,2007-07-31,5710,LES TERRASSES DU XXEME,,,,,,,,,,,87.10A,NAFRev2,,N,,21,2023,00010,2024-03-22T09:28:19,GE,2023,,5,,,RUE,DE L'INDRE,75020,PARIS,,75120,,,751204704_B,656237.6507717352,6862711.455184185,A,KORIAN TERRASSES DU XXEME,,,,87.10A,NAFRev2,O
499449494,00057,49944949400057,O,2018-01-01,21,2023,,2025-02-08T02:22:54.642,true,A,O,,2007-07-19,5710,ALLEGIS GROUP SAS,,,,,,,,,,,70.22Z,NAFRev2,,N,,21,2023,00057,2024-03-22T09:28:19,PME,2023,6-8,6,,,RUE,DARU,75008,PARIS,,75108,,,751082576_B,648739.6407801302,6864387.808646927,A,,,,,70.22Z,NAFRev2,O
499449759,00053,49944975900053,O,2017-10-01,21,2023,,2025-04-24T17:01:07.594,true,A,O,,2007-07-19,5710,THE FAN SYNDICATE GROUP,,,,,,,,,,,70.21Z,NAFRev2,,O,,21,2023,00053,2025-04-24T17:01:07.582,PME,2023,,42,,,RUE,DES TILLEULS,92100,BOULOGNE-BILLANCOURT,,92012,,,920129130_B,644294.1678772907,6860762.135178857,A,,,,,70.21Z,NAFRev2,O
499483170,00035,49948317000035,O,2011-06-22,21,2023,,2024-03-30T05:29:50.335,true,A,O,,2004-12-13,9220,MAIA AUTISME,,,,,,,,,,,87.20A,NAFRev2,W751168384,O,,21,2023,00035,2024-12-11T05:38:43.255,PME,2023,47-49,47,,,AVENUE,DU DOCTEUR ARNOLD NETTER,75012,PARIS,,75112,,,751122816_B,656358.7045421907,6860587.441434624,A,,,,,87.20A,NAFRev2,O
499491181,00024,49949118100024,O,2013-07-15,22,2023,,2025-09-09T16:18:51.321,true,A,O,,2007-07-16,5710,TERADATA FRANCE,,,,,,,,,,,62.02A,NAFRev2,,N,,22,2023,00024,2025-09-09T16:18:51.305,PME,2023,2-6,2,,,PLACE,DU GENERAL DE GAULLE,92160,ANTONY,,92002,,,920024159_B,649226.2287595903,6851702.764501415,A,,,,,62.02A,NAFRev2,O
499512473,00053,49951247300053,O,2021-01-31,21,2023,,2025-01-19T02:51:16.523,true,A,O,,2007-09-01,5499,CS MEDICAL,,,,,,,,,,,47.74Z,NAFRev2,,N,,21,2023,00053,2024-06-25T14:01:12.065,PME,2023,6-8-LIEUDIT LA PLESSE,6,,,AVENUE,DE ST-PIERRE ET MIQUELON,91140,VILLEBON-SUR-YVETTE,,91661,,,916612130_B,642537.21051812,6843244.941497832,A,,,,CS MEDICAL,47.74Z,NAFRev2,O
499576619,00088,49957661900088,O,2013-09-25,21,2023,,2024-03-30T11:23:19.213,true,A,O,,2007-09-01,5710,DECLIC EVEIL,,,,,,,,,,,88.91A,NAFRev2,,N,,22,2023,00088,2025-07-02T14:49:07.085,PME,2023,,49,,,RUE,CONDORCET,75009,PARIS,,75109,,,751092268_B,651831.3477634026,6864659.843022443,A,,,,,88.91A,NAFRev2,O
499631315,00029,49963131500029,O,2007-07-06,21,2023,,2024-03-30T07:18:43.537,true,A,O,,2006-06-20,9220,UNION NATIONALE DES PROFESSIONNELS DE SANTE,UNPS,,,,,,,,,,94.12Z,NAFRev2,W751176764,O,,21,2023,00029,2024-03-22T09:28:19,PME,2023,,25,,,RUE,MIOLLIS,75015,PARIS,,75115,,,751156377_B,648865.0677663559,6860838.980110679,A,,,,,94.12Z,NAFRev2,O
499635704,00046,49963570400046,O,2010-01-05,21,2023,8122ZZ,2025-07-17T12:01:54.088,true,C,O,,2007-06-15,5710,S 2 P,,,,,,,,,,,81.22Z,NAFRev2,,O,,21,2023,00046,2025-07-17T12:01:54.062,PME,2023,,8,,,RUE,MEDERIC,94600,CHOISY-LE-ROI,,94022,,,940226145_B,657238.2095237672,6852234.400519446,F,,,,,81.22Z,NAFRev2,O
499677649,00034,49967764900034,O,2017-06-01,22,2023,,2025-10-14T17:33:15.631,true,A,O,,2007-07-27,5710,FINANCIERE APSYS,,,,,,,,,,,68.31Z,NAFRev2,,N,,22,2023,00034,2025-10-14T17:33:15.617,ETI,2023,28-32,28,,,AVENUE,VICTOR HUGO,75016,PARIS,,75116,,,751169761_B,647963.8267747643,6863789.681234948,A,,,,APSYS,68.31Z,NAFRev2,O
499696755,00010,49969675500010,O,2007-07-01,21,2023,,2025-02-01T02:51:20.393,true,A,O,,2007-07-01,9220,ORIENTATION,,,,,,,,,,,94.99Z,NAFRev2,W922005070,O,,21,2023,00010,2024-03-22T09:28:19,PME,2023,,35,,,ALLEE,DE L'ARLEQUIN,92000,NANTERRE,,92050,,,920500083_B,643217.7501044997,6865781.983636314,A,,,,,94.99Z,NAFRev2,O
499699239,00046,49969923900046,O,2017-09-18,21,2023,,2024-03-30T01:58:17.749,true,A,O,,2007-08-27,5710,AVERY BERKEL FRANCE,,,,,,,,,,,46.69B,NAFRev2,,,,21,2023,00046,2024-03-22T09:28:19,ETI,2023,CAMPUS SAINT CHRISTOPHE,10,,,AVENUE,DE L'ENTREPRISE,95800,CERGY,,95127,,,951270389_B,629147.0879738225,6882857.589305793,A,,,,,46.69B,NAFRev2,O
499775336,00047,49977533600047,O,2019-08-20,21,2023,,2025-02-10T02:15:35.867,true,A,O,,2007-08-02,5499,O2 CHAMPIGNY-SUR-MARNE,,,,,,,,,,,88.10A,NAFRev2,,N,,21,2023,00047,2024-03-22T09:28:19,GE,2023,,67,,,AVENUE,DE LA REPUBLIQUE,94500,CHAMPIGNY-SUR-MARNE,,94017,,,940178190_B,664062.8321781994,6858121.950802318,A,,,,,88.10A,NAFRev2,O
499814812,00024,49981481200024,O,2008-01-01,22,2023,,2025-02-08T02:30:52.013,true,A,O,,2007-09-05,5710,MARRIOTT HOTELS MANAGEMENT FRANCE SAS,,,,,,,,,,,78.10Z,NAFRev2,,N,,22,2023,00024,2024-05-08T05:35:38.732,ETI,2023,,70,,,AVENUE,DES CHAMPS ELYSEES,75008,PARIS,,75108,,,751081733_B,649018.369152595,6863663.875535696,A,,,,,78.10Z,NAFRev2,O
499839777,00038,49983977700038,O,2017-05-03,22,2023,,2025-07-02T18:33:23.041,true,A,O,,2007-09-01,5710,THE HOXTON (PARIS),,,,,,,,,,,55.10Z,NAFRev2,,N,,22,2023,00038,2025-07-02T18:33:23.027,ETI,2023,30-32,30,,,RUE,DU SENTIER,75002,PARIS,,75102,,,751028922_B,652054.5953345302,6863533.5290687205,A,,,,,55.10Z,NAFRev2,O
499982098,00752,49998209800752,O,2014-01-01,22,2023,,2024-03-30T01:51:03.782,true,A,O,,2007-09-13,8210,MUTUELLE GENERALE DE L'ECONOMIE DES FINANCES ET DE L INDUSTRIE,MGEFI,,,,,,,,,,65.12Z,NAFRev2,,O,,31,2023,00752,2025-10-29T05:23:54.671,GE,2023,4-8,4,,,RUE,BOUCHARDON,75010,PARIS,,75110,,,751101129_B,652852.5657369513,6863487.28022686,A,,,,,65.12Z,NAFRev2,O
500018825,00066,50001882500066,O,2021-01-29,21,2023,,2025-02-17T02:09:42.034,true,A,O,,2007-09-18,5710,COLOM,,,,,,,,,,,46.31Z,NAFRev2,,N,,21,2023,00066,2024-04-25T05:16:22.923,PME,2023,BATIMENT AB4 BP 30261,10,,,QUAI,DE BOULOGNE,94150,RUNGIS,,94065,,,940653100_B,652370.2838912276,6851155.8563330835,A,,,,,46.31Z,NAFRev2,O
500028006,00046,50002800600046,P,2012-10-15,32,2023,,2025-04-23T19:01:13.844,true,A,P,,2007-09-10,5710,LEVALLOIS DISTRIBUTION,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],47.11F,NAFRev2,,N,,32,2023,00046,2025-04-23T19:01:13.836,ETI,2023,[ND],[ND],[ND],[ND],[ND],[ND],[ND],LEVALLOIS-PERRET,,92044,,,[ND],[ND],[ND],A,,,,,47.11F,NAFRev2,O
500095518,00030,50009551800030,O,2015-08-01,21,2023,,2024-03-30T07:24:44.487,true,A,O,,2007-07-25,9220,KTO,,,,,,,,,,,60.20B,NAFRev2,W751182484,O,,21,2023,00030,2024-03-22T09:28:19,PME,2023,,13,,,RUE,DU 19 MARS 1962,92240,MALAKOFF,,92046,,,920462540_B,648277.3236558931,6857200.16900727,A,,,,,60.20B,NAFRev2,O
500150438,00025,50015043800025,O,2019-04-02,21,2023,,2025-01-20T03:18:53.381,true,A,O,,2007-09-21,5710,ECOMUNDO,,,,,,,,,,,70.22Z,NAFRev2,,N,,21,2023,00025,2024-03-22T09:28:19,PME,2023,,195,,,RUE,JEAN JACQUES ROUSSEAU,92130,ISSY-LES-MOULINEAUX,,92040,,,920404735_B,645574.2483870876,6858301.177384996,A,,,,,70.22Z,NAFRev2,O
500157532,00010,50015753200010,O,2007-09-24,22,2023,,2025-10-03T12:34:50.435,true,A,O,,2007-09-24,5710,LE CERCLE DES VACANCES,,,,,,,,,,,79.90Z,NAFRev2,,N,,22,2023,00010,2025-10-03T12:34:50.415,ETI,2023,,31,,,AVENUE,DE L'OPERA,75001,PARIS,,75101,,,751016904_B,651104.01,6863253.02,A,,,,"BILLETSDISCOUNT, VACANCES CANADA, VACANCES AUSTRALIE, VACANCES DANS LES ILES, LE CERCLE DES VOLS, LE",79.11Z,NAFRev2,O
500188206,00113,50018820600113,O,2017-01-02,22,2023,,2025-02-08T02:24:51.229,true,A,O,,2007-09-20,5710,BRION SISTERS,,,,,,,,,,,47.71Z,NAFRev2,,N,,31,2023,00113,2024-03-22T09:28:19,PME,2023,,6,,,RUE,DE L'AMIRAL DE COLIGNY,75001,PARIS,,75101,,,751010284_B,651639.2719080186,6862473.356225487,A,,,,,47.71Z,NAFRev2,O
500229067,00011,50022906700011,O,2007-10-01,21,2023,,2025-02-06T02:12:56.646,true,A,O,,2007-10-01,5710,THIBAL,,,,,,,,,,,47.11D,NAFRev2,,N,,21,2023,00011,2024-03-22T09:28:19,PME,2023,ZAC DES PRES,,,,,PARC DEPARTEMENTAL,93470,COUBRON,,93015,,,,,,A,INTERMARCHE,,,,47.11D,NAFRev2,O
500231758,00029,50023175800029,O,2007-12-01,22,2023,,2025-11-14T13:16:08.999,true,A,O,,2007-09-27,5710,MAGIC OPCO,,,,,,,,,,,68.20B,NAFRev2,,N,,22,2023,00029,2025-11-14T13:16:08.992,ETI,2023,,20,,,,FOSSE DES PRESSOIRS,77700,MAGNY-LE-HONGRE,,77268,,,77268B014_C,,,A,,,,,68.20B,NAFRev2,O
