siren,nic,siret,statutDiffusionEtablissement,dateCreationEtablissement,trancheEffectifsEtablissement,anneeEffectifsEtablissement,activitePrincipaleRegistreMetiersEtablissement,dateDernierTraitementEtablissement,etablissementSiege,etatAdministratifUniteLegale,statutDiffusionUniteLegale,unitePurgeeUniteLegale,dateCreationUniteLegale,categorieJuridiqueUniteLegale,denominationUniteLegale,sigleUniteLegale,sexeUniteLegale,nomUniteLegale,nomUsageUniteLegale,prenom1UniteLegale,prenom2UniteLegale,prenom3UniteLegale,prenom4UniteLegale,prenomUsuelUniteLegale,pseudonymeUniteLegale,activitePrincipaleUniteLegale,nomenclatureActivitePrincipaleUniteLegale,identifiantAssociationUniteLegale,economieSocialeSolidaireUniteLegale,societeMissionUniteLegale,trancheEffectifsUniteLegale,anneeEffectifsUniteLegale,nicSiegeUniteLegale,dateDernierTraitementUniteLegale,categorieEntreprise,anneeCategorieEntreprise,complementAdresseEtablissement,numeroVoieEtablissement,indiceRepetitionEtablissement,dernierNumeroVoieEtablissement,typeVoieEtablissement,libelleVoieEtablissement,codePostalEtablissement,libelleCommuneEtablissement,libelleCommuneEtrangerEtablissement,codeCommuneEtablissement,codePaysEtrangerEtablissement,libellePaysEtrangerEtablissement,identifiantAdresseEtablissement,coordonneeLambertAbscisseEtablissement,coordonneeLambertOrdonneeEtablissement,etatAdministratifEtablissement,enseigne1Etablissement,enseigne2Etablissement,enseigne3Etablissement,denominationUsuelleEtablissement,activitePrincipaleEtablissement,nomenclatureActivitePrincipaleEtablissement,caractereEmployeurEtablissement
494149990,00686,49414999000686,O,2022-09-01,21,2023,,2025-02-18T02:21:06.767,true,A,O,,2007-02-05,5710,LPCR COLLECTIVITES PUBLIQUES,,,,,,,,,,,88.91A,NAFRev2,,N,,42,2023,00686,2025-10-15T05:22:27.256,GE,2023,IMMEUBLE STORIES,7,,,RUE,TOUZET-GAILLARD,93400,SAINT-OUEN-SUR-SEINE,,93070,,,930709165_B,650242.7740759053,6867139.081244939,A,,,,LES PETITS CHAPERONS ROUGES,88.91A,NAFRev2,O
494192545,00031,49419254500031,O,2015-07-01,21,2023,,2025-01-15T03:30:05.987,true,A,O,,2007-01-16,5710,RABOBAT,,,,,,,,,,,43.33Z,NAFRev2,,N,,21,2023,00031,2024-03-22T09:28:19,PME,2023,,12,,,RUE,DES NANGUES,94350,VILLIERS-SUR-MARNE,,94079,,,940790945_B,667405.5226501755,6858255.52971778,A,,,,,43.33Z,NAFRev2,O
494321862,00034,49432186200034,O,2016-11-23,41,2023,,2025-03-11T13:02:09.148,true,A,O,,2007-01-23,5710,DEFENSE ENVIRONNEMENT SERVICES,,,,,,,,,,,33.12Z,NAFRev2,,N,,41,2023,00034,2025-03-11T13:02:09.134,GE,2023,,30,,,RUE,MADELEINE VIONNET,93300,AUBERVILLIERS,,93001,,,930016102_B,654091.6934638168,6867164.879206726,A,,,,,33.12Z,NAFRev2,O
494334113,00060,49433411300060,O,2019-11-16,21,2023,,2025-02-11T02:26:42.162,true,A,O,,2007-02-09,5710,ORIXA MEDIA,,,,,,,,,,,73.11Z,NAFRev2,,N,,21,2023,00060,2024-12-10T05:22:28.687,PME,2023,,72,,,RUE,D'HAUTEVILLE,75010,PARIS,,75110,,,751104497_B,652405.8986485823,6864157.801983683,A,,,,,73.11Z,NAFRev2,N
494438146,00032,49443814600032,O,2020-11-30,21,2023,,2025-01-16T02:21:00.44,true,A,O,,2007-01-29,5710,REFOREST'ACTION,,,,,,,,,,,70.22Z,NAFRev2,,N,,21,2023,00032,2024-06-12T05:18:20.27,PME,2023,,10,,,RUE,JACQUES DAGUERRE,92500,RUEIL-MALMAISON,,92063,,,920631975_B,639118.0150359417,6865789.280186188,A,,,,,70.22Z,NAFRev2,O
494447949,00046,49444794900046,O,2015-10-22,32,2023,,2025-01-25T02:43:17.253,true,A,O,,2007-02-01,5710,LA FOURCHETTE,,,,,,,,,,,63.11Z,NAFRev2,,N,,32,2023,00046,2025-11-20T16:15:57.578,ETI,2023,,70,,,RUE,SAINT-LAZARE,75009,PARIS,,75109,,,751098673_B,650905.480182847,6864229.263283374,A,,,,,63.12Z,NAFRev2,O
494470453,00049,49447045300049,O,2018-06-28,21,2023,,2025-02-05T02:25:35.063,true,A,O,,2006-11-28,9220,LEARNING PLANET INSTITUTE,LPI,,,,,,,,,,85.42Z,NAFRev2,W751178793,O,,21,2023,00049,2024-03-22T09:28:19,PME,2023,,8,B,,RUE,CHARLES V,75004,PARIS,,75104,,,751041813_B,653236.4216300814,6861630.034383742,A,,,,,85.42Z,NAFRev2,N
494503642,00030,49450364200030,O,2013-01-01,21,2023,,2025-02-03T02:48:12.061,true,A,O,,2007-02-15,5710,KROLL ADVISORY SAS,,,,,,,,,,,70.22Z,NAFRev2,,N,,21,2023,00030,2024-08-31T05:24:20.226,PME,2023,,4,,,SQUARE,EDOUARD VII,75009,PARIS,,75109,,,751093159_B,650775.7632309127,6863638.109268914,A,,,,,70.22Z,NAFRev2,O
494551179,00026,49455117900026,O,2018-03-23,22,2023,,2025-08-31T02:05:44.286,true,C,O,,2007-02-23,5710,ADVETIA,,,,,,,,,,,75.00Z,NAFRev2,,N,,22,2023,00026,2025-08-29T09:01:03.609,PME,2023,,9,,,AVENUE,LOUIS BREGUET,78140,VELIZY-VILLACOUBLAY,,78640,,,786400374_B,640426.1674476896,6853675.693396347,F,,,,,75.00Z,NAFRev2,N
494605488,00068,49460548800068,O,2018-01-01,22,2023,,2025-07-16T15:59:44.781,true,A,O,,2007-02-28,5599,FORSEE POWER,,,,,,,,,,,27.20Z,NAFRev2,,N,,32,2023,00068,2025-07-16T15:59:44.764,ETI,2023,,1,,,BOULEVARD,HIPPOLYTE MARQUES,94200,IVRY-SUR-SEINE,,94041,,,940414440_B,653975.7799344871,6857864.0053191865,A,,,,,33.20C,NAFRev2,O
494624273,00053,49462427300053,O,2022-06-16,21,2023,,2025-08-27T12:33:00.323,true,A,O,,2007-01-01,5710,AMPLEGEST,,,,,,,,,,,66.30Z,NAFRev2,,N,,21,2023,00053,2025-08-27T12:33:00.314,ETI,2023,,50,,,BOULEVARD,HAUSSMANN,75009,PARIS,,75109,,,751094485_B,650901.2545946419,6863921.161576582,A,,,,,66.30Z,NAFRev2,N
494624968,00058,49462496800058,O,2022-11-01,22,2023,8122ZZ,2024-03-30T17:56:42.59,true,A,O,,2007-01-01,5710,IMPEC ENTRETIEN ET NETTOYAGE,,,,,,,,,,,81.21Z,NAFRev2,,N,,22,2023,00058,2024-03-22T09:28:19,ETI,2023,,36,,,AVENUE,DE L'EUROPE,78140,VELIZY-VILLACOUBLAY,,78640,,,786400185_B,641991.1345697286,6853525.069619061,A,,,,IMPEC ENTRETIEN ET NETTOYAGE,81.21Z,NAFRev2,O
494626773,00050,49462677300050,O,2017-10-15,21,2023,,2025-01-15T03:35:47.673,true,A,O,,2007-02-28,5710,SOA PEOPLE SAS,,,,,,,,,,,62.02A,NAFRev2,,N,,22,2023,00050,2024-03-22T09:28:19,PME,2023,,136,,,RUE,VICTOR HUGO,92300,LEVALLOIS-PERRET,,92044,,,920449650_B,648301.0021070892,6866660.351557288,A,,,,,62.02A,NAFRev2,O
494647043,00020,49464704300020,O,2010-08-09,31,2023,,2025-02-12T02:06:39.949,true,A,O,,2007-02-08,5710,VERTUO CONSEIL,,,,,,,,,,,70.22Z,NAFRev2,,N,,31,2023,00020,2024-03-22T09:28:19,ETI,2023,,173,,,AVENUE,ACHILLE PERETTI,92200,NEUILLY-SUR-SEINE,,92051,,,920510015_B,646112.5209110051,6865267.137630943,A,,,,,70.22Z,NAFRev2,O
494665789,00017,49466578900017,O,2007-02-05,22,2023,,2025-07-31T14:00:59.83,true,A,O,,2007-02-05,5710,COSMEVA,,,,,,,,,,,20.42Z,NAFRev2,,N,,22,2023,00017,2025-07-31T14:00:59.818,GE,2023,,1,,,RUE,DES SOURCES,77176,SAVIGNY-LE-TEMPLE,,77445,,,774457d5h_B,669984.6926208454,6832307.293252992,A,,,,FAREVA COSMEVA,20.42Z,NAFRev2,O
494684491,00041,49468449100041,O,2015-01-30,21,2023,,2025-03-20T15:00:51.504,true,A,O,,2007-03-06,5710,STAR FRET,STJ STAR FRET,,,,,,,,,,49.41B,NAFRev2,,,,21,2023,00041,2025-03-20T15:00:51.484,PME,2023,511/512,511,,,RUE,DE BELGIQUE,77127,LIEUSAINT,,77251,,,772511050_B,667361.2672537619,6838446.752530843,A,,,,,49.41B,NAFRev2,O
494696479,00034,49469647900034,O,2012-10-01,22,2023,,2024-03-30T06:12:09.478,true,A,O,,2007-03-01,5710,ACCUEIL SERVICES,,,,,,,,,,,81.21Z,NAFRev2,,N,,22,2023,00034,2024-03-22T09:28:19,PME,2023,ESPACE CLAUDE MONNET,9,,,ALLEE,DES SABLIERES,78290,CROISSY-SUR-SEINE,,78190,,,781900613_B,635851.8259725018,6864355.424607211,A,,,,,81.21Z,NAFRev2,O
494745979,00042,49474597900042,O,2022-05-02,22,2023,,2025-01-23T03:24:11.437,true,A,O,,2006-12-14,5710,ADVANCY GROUPE,,,,,,,,,,,70.22Z,NAFRev2,,N,,22,2023,00042,2024-03-22T09:28:19,ETI,2023,,42,,,RUE,WASHINGTON,75008,PARIS,,75108,,,751089942_B,649005.6896578786,6864023.388562682,A,,,,,70.22Z,NAFRev2,N
494752470,00117,49475247000117,O,2022-12-19,31,2023,,2025-01-23T02:06:46.202,true,A,O,,2007-03-01,5710,PASAPAS-KPF,,,,,,,,,,,62.02A,NAFRev2,,N,,32,2023,00117,2025-01-22T14:34:55.787,ETI,2023,,14,,,RUE,PERGOLESE,75016,PARIS,,75116,,,751167263_B,647552.0236190077,6864171.702489878,A,,,,,62.02A,NAFRev2,O
494855406,00018,49485540600018,O,2007-01-20,32,2023,,2025-02-14T02:08:54.521,true,A,O,,2007-01-20,5499,ACADOMIA PRO,,,,,,,,,,,85.32Z,NAFRev2,,N,,32,2023,00018,2024-03-22T09:28:19,ETI,2023,,7,,,RUE,DE LA BAUME,75008,PARIS,,75108,,,751085190_B,649477.4407928857,6864051.613558976,A,ACADOMIA PRO,,,FORMACAD EURL-MELOCAD-SPESUP-SHIVA,85.32Z,NAFRev2,O
494867443,00041,49486744300041,O,2018-07-01,21,2023,,2025-02-11T02:08:02.22,true,A,O,,2007-03-02,5710,OLIGOS,,,,,,,,,,,62.02A,NAFRev2,,N,,21,2023,00041,2024-03-22T09:28:19,PME,2023,,11,,,RUE,BAILLY,92200,NEUILLY-SUR-SEINE,,92051,,,920510610_B,645759.3845644882,6865398.095684614,A,,,,OLIGOS ACADEMY,62.02A,NAFRev2,O
494867856,00069,49486785600069,O,2012-06-28,32,2023,,2025-02-03T02:33:23.213,true,A,O,,2007-03-02,9220,EMMAUS DEFI - FONDATEUR ABBE PIERRE,,,,,,,,,,,88.10C,NAFRev2,W751180286,O,,32,2023,00069,2024-03-22T09:28:19,PME,2023,,6,,,RUE,ARCHEREAU,75019,PARIS,,75119,,,751190415_B,653944.3023469299,6865685.722032253,A,,,,,88.10C,NAFRev2,O
494917081,00064,49491708100064,O,2019-04-01,21,2023,,2025-01-31T03:03:09.436,true,A,O,,2007-03-15,5499,SERVICES ANTARCTIQUE PREMS,,,,,,,,,,,88.10A,NAFRev2,,O,,22,2023,00064,2025-05-26T10:35:44.369,PME,2023,,15,,,PLACE,ALBERT THOMAS,93140,BONDY,,93010,,,930100020_B,661904.8877716054,6866643.584505706,A,,,,GUILBERT SERVICES A LA PERSONNE,88.10A,NAFRev2,O
494956774,00744,49495677400744,O,2014-09-08,32,2023,,2025-02-18T02:08:43.006,true,A,O,,2007-03-19,5710,DHL INTERNATIONAL EXPRESS (FRANCE),,,,,,,,,,,49.41B,NAFRev2,,N,,51,2023,00744,2025-11-05T19:01:01.519,GE,2023,BAT A LE MERMOZ,53,,,AVENUE,JEAN JAURES,93350,LE BOURGET,,93013,,,930134720_B,658037.1770601487,6870386.762484955,A,,,,,49.41A,NAFRev2,O
494983000,00022,49498300000022,O,2016-12-05,22,2023,,2024-03-30T14:30:26.275,true,A,O,,2007-02-16,5499,L'ANDALOUSE ADOPTEE,,,,,,,,,,,81.21Z,NAFRev2,,,,22,2023,00022,2024-03-22T09:28:19,PME,2023,,366,T,,RUE,DE VAUGIRARD,75015,PARIS,,75115,,,751159624_B,647944.7924069506,6859612.099553622,A,,,,L'ANDALOUSE,81.21Z,NAFRev2,N
494994098,00031,49499409800031,O,2009-08-14,21,2023,4120BB,2025-02-01T02:47:14.058,true,A,O,,2007-03-01,5710,G.M. NETTOYAGE,,,,,,,,,,,81.22Z,NAFRev2,,N,,21,2023,00031,2024-03-22T09:28:19,PME,2023,,115,,,AVENUE,DU DUC DE DANTZIG,77340,PONTAULT-COMBAULT,,77373,,,773730487_B,670654.4007877365,6856816.911201472,A,,,,,81.22Z,NAFRev2,O
495031338,00025,49503133800025,O,2008-08-01,41,2023,,2025-01-14T03:09:49.903,true,C,O,,2007-03-20,5710,WEESURE SECURITE,LTA,,,,,,,,,,80.10Z,NAFRev2,,N,,41,2023,00025,2024-05-23T05:13:43.707,ETI,2023,,24,,,RUE,DU CHAPEAU ROUGE,95110,SANNOIS,,95582,,,955820470_B,646522.7292683291,6874198.4625092475,F,LTA,,,,80.10Z,NAFRev2,O
495057432,00090,49505743200090,O,2023-02-08,32,2023,,2024-03-30T07:21:12.833,true,A,O,,2007-04-01,5499,SARL EN TOUTE SECURITE,ETS,,,,,,,,,,80.10Z,NAFRev2,,N,,41,2023,00090,2025-01-31T09:55:27.442,ETI,2023,,34,,,BOULEVARD,ORNANO,93200,SAINT-DENIS,,93066,,,930666870_B,651935.0428797337,6868570.324474793,A,ETS,,,EN TOUTE SECURITE,80.10Z,NAFRev2,O
495120008,00026,49512000800026,O,2007-05-02,32,2023,,2025-02-15T02:23:01.501,true,A,O,,2007-03-01,4110,ETABLISSEMENT PUBLIC FONCIER IDF,EPFIF,,,,,,,,,,84.13Z,NAFRev2,,N,,32,2023,00026,2024-03-22T09:28:19,ETI,2023,4-14,4,,,RUE,FERRUS,75014,PARIS,,75114,,,751143623_B,651599.6128439304,6859235.161961765,A,,,,,84.13Z,NAFRev2,O
495123275,00028,49512327500028,O,2011-10-24,22,2023,,2025-02-18T02:16:13.165,true,A,O,,2007-03-23,5499,EF INTERNATIONAL,,,,,,,,,,,73.11Z,NAFRev2,,N,,31,2023,00028,2024-12-10T10:38:45.866,PME,2023,,5,,,AVENUE,DE PROVENCE,75009,PARIS,,75109,,,751097867_B,651164.2524534853,6864055.047679317,A,,,,,73.11Z,NAFRev2,O
495142838,00012,49514283800012,O,2007-03-29,21,2023,,2025-05-13T15:31:35.127,true,A,O,,2007-03-29,5710,UPPER LINK,,,,,,,,,,,62.02A,NAFRev2,,N,,21,2023,00012,2025-05-13T15:31:35.113,PME,2023,,7,,,,MAIL BARTHELEMY THIMONNIER,77185,LOGNES,,77258,,,772581770_B,672810.3290827527,6859989.637619717,A,,,,,62.02A,NAFRev2,O
495160657,00062,49516065700062,O,2021-11-15,21,2023,,2025-11-12T18:31:49.7,true,A,O,,2007-04-01,5710,LEXFO,,,,,,,,,,,62.02A,NAFRev2,,N,,21,2023,00062,2025-11-12T18:31:49.684,ETI,2023,,17,,,AVENUE,HOCHE,75008,PARIS,,75108,,,751084645_B,648874.5868851271,6864319.894910939,A,,,,LEXFO,70.10Z,NAFRev2,O
495214603,00021,49521460300021,O,2022-11-08,21,2023,,2024-03-30T00:12:32.265,true,A,O,,2007-04-01,5499,A.I.S. PROTECT,,,,,,,,,,,80.10Z,NAFRev2,,N,,21,2023,00021,2024-03-22T09:28:19,PME,2023,,28,,,RUE,SALVADOR ALLENDE,92000,NANTERRE,,92050,,,920508522_B,642797.9863225643,6866455.564046276,A,,,,,80.10Z,NAFRev2,O
495259061,00044,49525906100044,O,2014-05-26,32,2023,,2025-08-05T18:31:59.49,true,A,O,,2007-04-02,5710,AKUO ENERGY SAS,,,,,,,,,,,35.11Z,NAFRev2,,N,,32,2023,00044,2025-08-05T18:31:59.472,ETI,2023,,140,,,AVENUE,DES CHAMPS ELYSEES,75008,PARIS,,75108,,,751081733_B,648584.7491405053,6863877.544721602,A,,,,,35.11Z,NAFRev2,O
495286098,00043,49528609800043,O,2022-06-30,21,2023,,2024-12-03T09:57:56.802,true,A,O,,2007-02-26,5546,3F RESIDENCES,,,,,,,,,,,68.20B,NAFRev2,,N,,21,2023,00043,2024-12-03T09:57:56.786,GE,2023,28-34,28,,,RUE,DU CHATEAU DES RENTIERS,75013,PARIS,,75113,,,751131918_B,653775.345737782,6858438.2545602955,A,,,,,68.20B,NAFRev2,O
495287088,00035,49528708800035,O,2016-06-22,21,2023,,2025-01-15T03:31:05.903,true,A,O,,2007-04-02,5499,O2 SANNOIS,,,,,,,,,,,96.09Z,NAFRev2,,N,,21,2023,00035,2025-07-31T05:20:57.889,GE,2023,,65,,,BOULEVARD,CHARLES DE GAULLE,95110,SANNOIS,,95582,,,955820490_B,645530.8707287055,6874955.285288645,A,,,,,96.09Z,NAFRev2,O
495287930,00038,49528793000038,O,2009-10-27,21,2023,,2025-11-02T02:07:14.36,true,A,O,,2007-01-02,5710,A2MICILE PARIS 17,,,,,,,,,,,88.10A,NAFRev2,,N,,21,2023,00038,2025-11-26T11:16:00.844,GE,2023,,50,,,RUE,DES MOINES,75017,PARIS,,75117,,,751176401_B,650174.4763264796,6865753.855507724,A,,,,,88.10A,NAFRev2,O
495354276,00026,49535427600026,O,2019-07-08,22,2023,4120AZ,2025-01-27T03:19:08.674,true,A,O,,2007-04-01,5499,B.J.F.,,,,,,,,,,,43.99C,NAFRev2,,N,,22,2023,00026,2024-03-22T09:28:19,ETI,2023,,59,,,RUE,DU TIR,77500,CHELLES,,77108,,,771083460_B,670028.3342362695,6865429.447840975,A,,,,,43.99C,NAFRev2,O
495361602,00131,49536160200131,O,2009-09-14,22,2023,,2025-01-20T02:31:53.404,true,A,O,,2007-04-03,5710,LOGISTA FRANCE,,,,,,,,,,,46.35Z,NAFRev2,,N,,41,2023,00131,2025-09-08T15:00:38.783,GE,2023,IMMEUBLE LE BRISTOL,27,,,AVENUE,DES MURS DU PARC,94300,VINCENNES,,94080,,,940806609_B,660123.2348431963,6860784.486329053,A,,,,,46.35Z,NAFRev2,O
495392177,00038,49539217700038,O,2011-12-01,22,2023,,2025-11-26T15:33:29.531,true,A,O,,2007-04-12,5499,LOGIVITAE,,,,,,,,,,,88.10A,NAFRev2,,N,,22,2023,00038,2025-11-26T15:33:29.523,PME,2023,,28,,,RUE,DE WATTIGNIES,75012,PARIS,,75112,,,751129952_B,655599.5136581355,6859724.540546946,A,,,,,88.10A,NAFRev2,O
497509562,00037,49750956200037,O,2019-03-20,31,2023,,2025-05-09T19:00:53.294,true,A,O,,2007-04-04,5710,VIATYS CONSEIL,,,,,,,,,,,70.22Z,NAFRev2,,N,,31,2023,00037,2025-05-09T19:00:53.279,ETI,2023,,163,,,AVENUE,ACHILLE PERETTI,92200,NEUILLY-SUR-SEINE,,92051,,,920510015_B,646180.2759400007,6865242.598893159,A,,,,,70.22Z,NAFRev2,O
497521146,00025,49752114600025,O,2009-07-01,31,2023,,2025-02-09T02:19:08.175,true,A,O,,2007-04-01,5710,RUDIS SECURITE PRIVEE,,,,,,,,,,,80.20Z,NAFRev2,,N,,31,2023,00025,2024-03-22T09:28:19,PME,2023,,2,,,ALLEE,VICTOR HUGO,93340,LE RAINCY,,93062,,,930620940_B,664264.065308811,6865684.444323253,A,,,,,80.20Z,NAFRev2,O
497541599,00146,49754159900146,O,2023-02-28,21,2023,,2025-01-18T02:39:47.421,true,A,O,,2007-04-17,5710,SYXPERIANE,,,,,,,,,,,62.02A,NAFRev2,,N,,21,2023,00146,2024-03-22T09:28:19,PME,2023,,15,,,RUE,DU FAUBOURG MONTMARTRE,75009,PARIS,,75109,,,751093510_B,651812.4835094564,6863811.7599069625,A,,,,PARTESYS - HEXSII,62.02A,NAFRev2,N
497673301,00030,49767330100030,O,2013-01-01,21,2023,,2024-03-30T06:12:35.401,true,A,O,,2007-02-23,9220,LES ENFANTS DU CANAL,,,,,,,,,,,87.90B,NAFRev2,W751180024,O,,21,2023,00030,2024-03-22T09:28:19,PME,2023,,5,,,RUE,VESALE,75005,PARIS,,75105,,,751059719_B,652521.1520667851,6859979.117837687,A,,,,,87.90B,NAFRev2,O
497706416,00045,49770641600045,O,2017-08-01,21,2023,,2025-10-23T19:00:37.86,true,A,O,,2007-02-01,5710,AMIANTE PLOMB SERVICES,A.P.S.,,,,,,,,,,39.00Z,NAFRev2,,N,,21,2023,00045,2025-10-23T19:00:37.809,PME,2023,,13,,,ROUTE,DE MORANGIS,91320,WISSOUS,,91689,,,916890630_B,650479.4662553038,6847763.657916921,A,,,,,39.00Z,NAFRev2,O
497709808,00024,49770980800024,O,2008-02-01,22,2023,,2025-02-06T02:22:56.818,true,A,O,,2007-04-10,5710,FRANCE PLASTIQUES RECYCLAGE,,,,,,,,,,,38.32Z,NAFRev2,,N,,22,2023,00024,2024-03-22T09:28:19,ETI,2023,PORT DE LIMAY,,,,ROUTE,DES PRES DE LA MER,78520,LIMAY,,78335,,,783350718_B,607767.9643083268,6876171.652552043,A,,,,,38.32Z,NAFRev2,O
497710053,00099,49771005300099,O,2017-01-20,21,2023,,2025-09-18T12:01:38.463,true,A,O,,2007-04-13,5710,FAYAT POWER,,,,,,,,,,,43.21A,NAFRev2,,N,,21,2023,00099,2025-09-18T12:01:38.452,GE,2023,IMMEUBLE LE NAUTILE,45,,,RUE,DES HAUTES PATURES,92000,NANTERRE,,92050,,,920504432_B,642814.3400194969,6868941.401599102,A,FAYAT POWER,,,OEST RACCOREDEMENT,43.21A,NAFRev2,O
497790667,00024,49779066700024,O,2011-10-15,21,2023,,2025-11-04T13:31:33.812,true,A,O,,2007-04-30,5710,SEINE ET MARNE,,,,,,,,,,,87.10A,NAFRev2,,N,,21,2023,00024,2025-11-04T13:31:33.794,GE,2023,,4,,,ALLEE,DES TOURTERELLES,77450,ESBLY,,77171,,,771711658_B,686234.3727732769,6866365.139098108,A,,,,RESIDENCES DES TOURTERELLES,87.10A,NAFRev2,O
497842914,00051,49784291400051,O,2015-06-30,22,2023,,2025-09-02T15:31:44.99,true,A,O,,2007-04-27,5710,ECOVADIS,,,,,,,,,,,70.22Z,NAFRev2,,N,,22,2023,00051,2025-09-02T15:31:44.978,ETI,2023,,43,,,AVENUE,DE LA GRANDE ARMEE,75016,PARIS,,75116,,,751164271_B,647844.8190528132,6864161.49660543,A,,,,ECOVADIS,70.22Z,NAFRev2,O
497858761,00040,49785876100040,O,2020-01-06,21,2023,,2024-03-30T00:35:26.64,true,A,O,,2007-06-01,5499,VESTALIE,,,,,,,,,,,96.09Z,NAFRev2,,N,,21,2023,00040,2024-03-22T09:28:19,PME,2023,,17,,,RUE,ALBERT JOLY,78110,LE VESINET,,78650,,,786500010_B,636383.918291252,6866345.121454348,A,,,,,96.09Z,NAFRev2,O
497881045,00023,49788104500023,O,2021-03-15,21,2023,,2025-02-12T02:12:47.913,true,A,O,,2007-04-16,5499,O2 ASNIERES,,,,,,,,,,,88.10A,NAFRev2,,N,,21,2023,00023,2024-03-22T09:28:19,GE,2023,,1,,,AVENUE,FAIDHERBE,92600,ASNIERES-SUR-SEINE,,92004,,,920043515_B,646193.7771596084,6867744.114331375,A,,,,,88.10A,NAFRev2,O
497914556,00020,49791455600020,O,2008-03-29,21,2023,,2025-02-10T02:15:35.036,true,A,O,,2006-12-05,5710,IDEAL CONNAISSANCES SAS,,,,,,,,,,,82.30Z,NAFRev2,,N,,21,2023,00020,2024-03-22T09:28:19,PME,2023,91-97,91,,,AVENUE,DE FONTAINEBLEAU,94270,LE KREMLIN-BICETRE,,94043,,,940433550_B,653192.0273185136,6856821.160316965,A,,,,,82.30Z,NAFRev2,O
497928366,00028,49792836600028,O,2011-11-01,21,2023,8121ZZ,2024-03-30T08:24:54.186,true,A,O,,2007-04-23,5710,NET CORAIL,,,,,,,,,,,81.22Z,NAFRev2,,,,21,2023,00028,2024-03-22T09:28:19,PME,2023,,35,,,AVENUE,DE LA BORDIERE,77290,MITRY-MORY,,77294,,,772940200_B,670485.7866845054,6873621.565584808,A,,,,NET CORAIL,81.22Z,NAFRev2,O
497959148,00022,49795914800022,O,2010-05-01,21,2023,,2025-01-14T03:23:04.399,true,A,O,,2007-04-19,5499,O2 VERSAILLES,,,,,,,,,,,88.10A,NAFRev2,,N,,21,2023,00022,2024-03-22T09:28:19,GE,2023,,36,,,RUE,DES ETATS GENERAUX,78000,VERSAILLES,,78646,,,786460980_B,636462.5727313373,6855640.08447566,A,,,,,88.10A,NAFRev2,O
497976449,00023,49797644900023,O,2009-09-25,21,2023,,2024-03-29T22:47:39.141,true,A,O,,2007-02-06,9220,ASSOCIATION CLP NR HATORAH,,,,,,,,,,,85.59B,NAFRev2,W751179855,O,,21,2023,00023,2024-03-22T09:28:19,PME,2023,3-5,3,,,RUE,HENRI TUROT,75019,PARIS,,75119,,,751194598_B,653977.1661146596,6864256.970184834,A,,,,,85.59B,NAFRev2,O
497984195,00014,49798419500014,O,2007-03-09,21,2023,,2025-01-23T02:09:05.036,true,A,O,,2007-03-09,5710,PRIMEVER ILE DE FRANCE,,,,,,,,,,,52.29B,NAFRev2,,N,,21,2023,00014,2025-03-05T05:24:50.677,ETI,2023,BATIMENT O2,6,,,AV,DE BOURGOGNE MIN,94150,RUNGIS,,94065,,,,,,A,,,,,52.29B,NAFRev2,O
498071208,00041,49807120800041,O,2023-06-30,32,2023,8121ZZ,2024-03-30T06:52:30.666,true,A,O,,2007-05-01,5710,DSL SERVICES,,,,,,,,,,,81.21Z,NAFRev2,,N,,32,2023,00041,2024-03-22T09:28:19,PME,2023,44-46,44,,,RUE,VLADIMIR JANKELEVITCH,77184,EMERAINVILLE,,77169,,,771690390_B,669632.3718807821,6858882.577822166,A,,,,,81.21Z,NAFRev2,O
498166800,00033,49816680000033,O,2021-10-01,21,2023,,2025-02-17T02:22:41.432,true,C,O,,2007-03-28,5202,BPCE ACHATS,,,,,,,,,,,82.99Z,NAFRev2,,N,,21,2023,00033,2024-05-08T05:34:32.756,GE,2023,,110,,,AVENUE,DE FRANCE,75013,PARIS,,75113,,,751133796_B,654283.4735675475,6859105.735177069,F,,,,,82.99Z,NAFRev2,N
498171529,00031,49817152900031,O,2012-06-15,21,2023,,2024-03-30T08:30:04.921,true,A,O,,2007-06-01,5710,SAS APA,CAPVIE 95,,,,,,,,,,96.09Z,NAFRev2,,,,21,2023,00031,2024-03-22T09:28:19,PME,2023,,142,,,RUE,DE PARIS,95150,TAVERNY,,95607,,,956070760_B,643573.0256269095,6880835.201227828,A,,,,,88.10A,NAFRev2,O
498307982,00047,49830798200047,O,2017-07-10,21,2023,,2025-02-07T02:18:00.556,true,A,O,,2007-04-23,5499,O2 ANTONY,,,,,,,,,,,88.10A,NAFRev2,,N,,21,2023,00047,2024-03-22T09:28:19,GE,2023,,4,,,AVENUE,GABRIEL PERI,92160,ANTONY,,92002,,,920024110_B,648829.0254509235,6850380.539535998,A,,,,,88.10A,NAFRev2,O
498334283,00039,49833428300039,O,2012-06-29,21,2023,,2024-04-25T09:43:05.227,true,A,O,,2007-06-01,5710,MANDARINE RESTAURATION,,,,,,,,,,,56.29B,NAFRev2,,O,,21,2023,00039,2025-09-02T12:01:31.672,PME,2023,,,,,CHE,DE VIERCY,77550,LIMOGES-FOURCHES,,77252,,,,,,A,,,,,56.29B,NAFRev2,O
